Date,Close,Volume,Log_Returns,Realised_Volatility,RSI,MACD,MACD_Signal,Normalised_Volume,Momentum
2018-01-31,2823.81005859375,4276270000,0.0004888658586947881,0.005595924825747651,68.13860940609027,15.001973618801912,14.427999641001703,1.9335275716623186,21.25
2018-02-01,2821.97998046875,3977380000,-0.0006482983520233253,0.005548048866108538,64.25797191185163,13.4898476455528,14.238974482422401,0.8537192319864987,23.949951171875
2018-02-02,2762.1298828125,4340220000,-0.021436680516698812,0.007595021738684919,44.80409127499829,8.091104120904674,13.002099187071037,1.7656858614815398,-48.170166015625
2018-02-05,2648.93994140625,5310840000,-0.041842540938381426,0.012022508843836146,30.994716528428683,-3.9789396546098033,9.589777183677286,3.142981234502287,-184.030029296875
2018-02-06,2695.139892578125,5917350000,0.017290573348937088,0.012742151040741704,34.889136008868846,-10.107099582869523,5.635462853202352,3.048250383906544,-143.989990234375
2018-02-07,2681.659912109375,4646300000,-0.005014138223752627,0.012761240209990869,34.03220813886645,-15.705631927147351,1.3543048911369377,0.9421528194331065,-155.880126953125
2018-02-08,2581.0,5333840000,-0.0382590522458017,0.01520463929001374,24.67864813028453,-27.019139303687098,-4.334137758212258,1.7436170585351447,-258.25
2018-02-09,2619.550048828125,5690110000,0.014825645199524345,0.015575167897462813,27.230844245146983,-32.76919436875323,-10.032170678910605,1.913181887401515,-253.320068359375
2018-02-12,2656.0,4069220000,0.013818665678186272,0.015879976278727087,31.64848069677545,-34.24694003882587,-14.882630273570111,-0.2557079428970113,-197.530029296875
2018-02-13,2662.93994140625,3503540000,0.0026095219802775584,0.01591614908139744,32.68887604363643,-34.49902946250495,-18.810772916414678,-0.9335358641154088,-159.489990234375
2018-02-14,2698.6298828125,4011940000,0.013313439808897013,0.0160889949281646,36.9380205697035,-31.685945842959427,-21.388360220546456,-0.2846484218999112,-125.18017578125
2018-02-15,2731.199951171875,3696140000,0.01199686177677526,0.016386367160616467,36.81476213306552,-26.72391807330905,-22.45631791435621,-0.699822773063556,-90.780029296875
2018-02-16,2732.219970703125,3646920000,0.0003733996499216942,0.01633895010720727,38.31107301209717,-22.461269171845288,-22.457308793898548,-0.7566539099643675,-29.909912109375
2018-02-20,2716.260009765625,3646920000,-0.005858517106837343,0.01621117130840087,39.46246126617564,-20.057779974473306,-21.977159565430433,-0.7742915842374374,67.320068359375
2018-02-21,2701.330078125,3789040000,-0.005511664483310908,0.016195553931149916,38.162063897926416,-19.06438587246612,-21.394368418662527,-0.6105889395164721,6.190185546875
2018-02-22,2703.9599609375,3720620000,0.0009730774855778604,0.0162087812526411,38.61073650303597,-17.870057330502732,-20.689277385908422,-0.6707305971176107,22.300048828125
2018-02-23,2747.300048828125,3200360000,0.015901278245121022,0.016711677947343514,48.52177535891536,-13.45654295356644,-19.242354856874925,-1.2643826105681184,166.300048828125
2018-02-26,2779.60009765625,3436590000,0.011688438620627399,0.01670817212674973,65.52817089390624,-7.398686384093253,-16.873129093379035,-0.958628113846126,160.050048828125
2018-02-27,2744.280029296875,3752070000,-0.012788311441467541,0.016858978603001597,55.995041412899475,-5.26149769373751,-14.55041688668932,-0.5722535443737999,88.280029296875
2018-02-28,2713.830078125,4244570000,-0.011157806083656078,0.01686463652484756,53.76867692895546,-5.854402483565082,-12.810982795615404,0.043686250678103916,50.89013671875
2018-03-01,2677.669921875,4514490000,-0.013413965854876449,0.017043880695295215,63.34077257614779,-9.022593753812089,-12.053224408561773,0.3732597230615339,-20.9599609375
2018-03-02,2691.25,3891250000,0.005058785485198549,0.017126854073924627,60.62725032477049,-10.355561206244147,-11.713662881398204,-0.4168516443988638,-39.949951171875
2018-03-05,2720.93994140625,3733640000,0.01097161761052657,0.01675725445074831,59.822119616913916,-8.992020144578419,-11.169297286431622,-0.5742436372013755,-11.280029296875
2018-03-06,2728.1201171875,3389030000,0.0026353829319968104,0.013687038416466438,59.851295902703974,-7.266512060535661,-10.388697741370699,-0.9203160714051577,11.860107421875
2018-03-07,2726.800048828125,3406690000,-0.000483991825716375,0.01317331991587799,54.7512437606083,-5.934415481764063,-9.49780248548824,-0.8678148995134619,25.469970703125
2018-03-08,2738.969970703125,3206040000,0.004453148208884627,0.01313160457782471,51.407355784282686,-3.878592409081648,-8.37392130866355,-1.0665717680038806,35.010009765625
2018-03-09,2786.570068359375,3376870000,0.017229546741207587,0.009835913716392548,58.42296673310662,1.4784468614752768,-6.40339274431651,-0.7519314013720774,39.27001953125
2018-03-12,2783.02001953125,3216960000,-0.001274797337998416,0.009543275216670958,60.76009138536339,5.380278101150452,-4.046606017122827,-1.2942977450578188,3.419921875
2018-03-13,2765.31005859375,3324290000,-0.006383910414314703,0.00940910538535722,60.220428220428225,6.99202353479086,-1.8388407188909912,-0.8958438516969036,21.030029296875
2018-03-14,2749.47998046875,3394630000,-0.005740969825188786,0.009565385587229474,56.977302902887324,6.936605578638137,-0.08372640955668147,-0.671781333802289,35.64990234375
2018-03-15,2747.330078125,3543710000,-0.0007822363990965508,0.00916786343306265,50.00526810364544,6.645555168051942,1.2621452731030731,-0.18540672146754755,69.66015625
2018-03-16,2752.010009765625,5429140000,0.0017019979472317418,0.008793030472184039,44.64041977821642,6.708640713200111,2.3514543112908735,3.272742838647791,60.760009765625
2018-03-19,2712.919921875,3327460000,-0.014306040541373417,0.009386221187704255,43.99600640545642,3.612104897547397,2.6035862709985373,-0.6517244216154138,-8.02001953125
2018-03-20,2716.93994140625,3272590000,0.0014807086617189258,0.009302805493316108,50.66243281023781,1.4613506846744713,2.3751378182225733,-0.7090680831857135,-11.18017578125
2018-03-21,2711.929931640625,3434780000,-0.0018456921256294063,0.009224013347528415,58.41437163089948,-0.6343293039021773,1.7732415788461373,-0.3776214992010122,-14.8701171875
2018-03-22,2643.68994140625,3765460000,-0.025484886972854417,0.010859046773029927,40.79150878466786,-7.644405056148571,-0.1102947952990306,0.22423676959954736,-95.280029296875
2018-03-23,2588.260009765625,3829380000,-0.02118980731175066,0.010964582368296266,26.639230456428606,-17.41907018858865,-3.572060235558713,0.2883511390655158,-198.31005859375
2018-03-26,2658.550048828125,3538080000,0.02679504070603539,0.012448310568738937,39.97809635213525,-19.330054188666963,-6.7236665727782645,-0.2642959037130234,-124.469970703125
2018-03-27,2612.6201171875,3761320000,-0.0174272856453219,0.012696220059067622,35.42507711591165,-24.23402996152754,-10.225745959179424,0.1518606559870696,-152.68994140625
2018-03-28,2605.0,3875720000,-0.0029209188994626773,0.012531698075355206,32.69793103274314,-28.401385716372715,-13.860879481443995,0.4109796254771527,-144.47998046875
2018-03-29,2640.8701171875,3572360000,0.013675777493843445,0.01270122046129957,30.595081942693113,-28.50478883424603,-16.78966494268493,-0.08755921481885848,-106.4599609375
2018-04-02,2581.8798828125,3635780000,-0.022590682343495868,0.013520664855069706,26.658314464382457,-32.92929071285789,-20.017593262662405,0.07151889974109965,-170.130126953125
2018-04-03,2614.449951171875,3395840000,0.012535961315741067,0.013604374118482374,33.07682490437763,-33.440472011448946,-22.702171118840752,-0.39563463404066834,-98.469970703125
2018-04-04,2644.68994140625,3369230000,0.01150010234644679,0.013904315984128803,38.6130056125822,-31.06339800829528,-24.374417546417753,-0.4488541098374937,-72.25
2018-04-05,2662.840087890625,3230430000,0.006839421401651201,0.014029813400746419,41.127435673004896,-27.407993834583067,-24.98113310872404,-0.7132381482750002,-49.08984375
